food_name,calories,protein,carbohydrates,fat,fiber,sugar,sodium,calcium,iron,potassium,nutrition_density,meal_type,food_preference,cuisine,allergens,serving_size
Beef Tongue Cooked,80,5.5,0.0,6.3,0.0,0.0,0.029,1.4,0.7,52.1,14.3,Lunch,Non-Vegetarian,International,None,100 g
Beef Top Blade Cooked,184,21.9,0.0,10.0,0.0,0.0,0.002,6.0,2.3,254.2,40.2,Lunch,Non-Vegetarian,International,None,100 g
Beef Top Loin Filet Grilled,323,37.0,0.8,19.0,0.0,0.0,0.1,0.019,0.2,318.6,58.507,Lunch,Non-Vegetarian,International,None,100 g
Beef Top Sirloin Steak Cooked,430,47.7,0.0,25.2,0.0,0.0,0.055,35.4,3.1,594.7,111.4,Lunch,Non-Vegetarian,International,None,100 g
Beef Top Sirloin Steak Raw,1222,123.4,0.0,77.3,0.0,0.0,0.3,145.9,9.0,1915.2,355.6,Lunch,Non-Vegetarian,International,None,100 g
Beef Tripe Cooked,80,10.0,1.7,3.4,0.0,0.0,0.045,68.9,0.6,35.7,84.6,Lunch,Non-Vegetarian,International,None,100 g
Beef Under Blade Steak Cooked,983,140.8,0.0,46.7,0.0,0.0,0.3,0.044,0.5,929.4,191.483,Lunch,Non-Vegetarian,International,None,100 g
Beef Under Blade Steak Raw,1235,126.8,0.0,80.8,0.0,0.0,0.3,62.9,12.6,1225.8,283.198,Lunch,Non-Vegetarian,International,None,100 g
Beef Vegetable Soup,120,8.0,15.4,2.9,3.0,3.1,0.8,45.0,1.3,435.0,84.9,Lunch,Non-Vegetarian,International,None,100 g
Beer,142,1.5,11.7,0.0,0.0,0.0,0.067,13.2,0.031,89.1,26.436,Lunch,Vegetarian,International,None,100 g
Beer Budweiser,12,0.1,0.9,0.0,0.0,0.0,0.095,1.2,0.0,9.7,2.2,Lunch,Vegetarian,International,None,100 g
Beer Light,96,0.8,5.4,0.0,0.0,0.3,0.095,13.2,0.014,69.3,19.456,Lunch,Vegetarian,International,None,100 g
Beer Light Budweiser,9,0.066,0.4,0.0,0.0,0.0,0.016,0.9,0.0,7.7,1.32,Lunch,Vegetarian,International,None,100 g
Beet Greens Cooked,39,3.7,7.9,0.3,4.2,0.9,0.3,164.2,2.7,1309.0,218.9,Lunch,Vegetarian,International,None,100 g
Beet Greens Raw,8,0.8,1.6,0.078,1.4,0.2,0.013,44.5,1.0,289.6,60.771,Lunch,Vegetarian,International,None,100 g
Beets Canned,69,2.0,16.2,0.2,3.0,13.2,0.02,32.0,1.5,349.3,61.8,Lunch,Vegetarian,International,None,100 g
Beets Cooked,22,0.8,5.0,0.085,1.0,4.0,0.035,0.099,0.021,19.0,7.012,Lunch,Vegetarian,International,None,100 g
Beets Raw,58,2.2,13.0,0.2,3.8,9.2,0.1,0.079,0.1,54.4,19.395,Lunch,Vegetarian,International,None,100 g
Big Mac Mcdonalds,563,25.9,44.0,32.8,3.5,8.7,1.0,254.0,4.4,396.4,365.5,Lunch,Vegetarian,International,None,100 g
Big N Tasty Mcdonalds,524,24.7,38.5,31.7,3.2,8.8,0.7,150.8,4.4,464.0,257.7,Lunch,Vegetarian,International,None,100 g
Big N Tasty With Cheese Mcdonalds,573,27.2,39.7,36.0,3.2,9.5,1.0,224.8,4.4,491.5,339.7,Breakfast,Vegetarian,International,Milk,100 g
Biscotti Abbracci Mulino Bianco,54,0.4,0.8,2.6,0.0,0.051,0.0,0.0,0.0,0.0,3.8,Lunch,Vegetarian,International,None,100 g
Biscuit,357,7.1,45.0,16.5,1.5,2.2,0.6,237.4,2.9,122.2,310.6,Lunch,Vegetarian,International,None,100 g
Biscuit Kentucky Fried Chicken,185,3.8,22.1,9.1,0.8,1.7,0.5,31.2,1.5,59.8,68.5,Lunch,Non-Vegetarian,International,None,100 g
Biscuit Large Mcdonalds,310,5.5,39.4,14.4,1.8,2.7,0.9,68.4,2.5,108.0,132.022,Lunch,Vegetarian,International,None,100 g
Biscuit Mcdonalds,261,4.7,33.3,12.2,1.5,2.2,0.7,57.8,2.1,91.2,111.687,Lunch,Vegetarian,International,None,100 g
Biscuit With Egg,436,17.4,35.4,25.3,0.3,2.5,1.2,149.4,2.3,190.0,230.3,Breakfast,Non-Vegetarian,International,Egg,100 g
Biscuit With Egg Bacon,458,17.0,28.6,31.1,0.8,3.3,1.3,189.0,3.7,250.5,272.958,Breakfast,Non-Vegetarian,International,Egg,100 g
Biscuit With Egg Cheese Bacon,436,17.4,35.4,25.3,0.3,2.5,1.2,149.4,2.3,190.0,230.2,Breakfast,Non-Vegetarian,International,"Egg, Milk",100 g
Biscuit With Egg Ham,442,20.4,31.4,27.0,0.8,4.2,1.4,220.8,4.6,318.7,305.1,Breakfast,Non-Vegetarian,International,Egg,100 g
Biscuit With Egg Sausage,505,18.0,34.1,33.6,0.3,1.5,1.1,82.6,3.1,241.4,171.757,Breakfast,Non-Vegetarian,International,Egg,100 g
Biscuit With Egg Steak,410,17.9,21.3,28.4,0.0,0.0,0.9,137.6,5.3,306.4,210.8,Breakfast,Non-Vegetarian,International,Egg,100 g
Biscuit With Ham,386,13.4,43.8,18.4,0.8,2.2,1.1,160.5,2.7,196.6,239.732,Lunch,Vegetarian,International,None,100 g
Biscuit With Sausage,412,10.7,33.3,27.1,0.4,1.8,0.9,52.2,2.1,169.8,125.8,Lunch,Vegetarian,International,None,100 g
Black Bean Soup,234,12.4,39.6,3.4,17.5,6.4,2.5,90.0,3.9,642.5,167.3,Lunch,Vegetarian,International,None,100 g
Black Beans Cooked,227,15.2,40.8,0.9,15.0,0.0,0.008,46.4,3.6,610.6,121.9,Lunch,Vegetarian,International,None,100 g
Black Beans Raw,662,41.9,121.0,2.8,30.1,4.1,0.065,238.6,9.7,2877.0,444.1,Lunch,Vegetarian,International,None,100 g
Black Currants,71,1.6,17.2,0.5,0.0,0.0,0.075,61.6,1.7,360.6,285.3,Lunch,Vegetarian,International,None,100 g
Black Eyed Cowpeas Cooked,160,5.2,33.5,0.6,8.3,5.3,0.036,0.0,0.2,84.2,47.9,Lunch,Vegetarian,International,None,100 g
Black Eyed Cowpeas Raw,131,4.3,27.3,0.5,7.3,4.4,0.048,182.7,1.6,625.0,227.3,Lunch,Vegetarian,International,None,100 g
Black Pepper,6,0.2,1.5,0.006,0.6,0.08,0.036,0.045,0.001,3.6,2.505,Lunch,Vegetarian,International,None,100 g
Black Tea,2,0.0,0.7,0.0,0.0,0.0,0.091,0.0,0.088,87.7,0.72,Lunch,Vegetarian,International,None,100 g
Black Turtle Beans Cooked,241,15.1,45.0,0.6,15.4,0.6,0.06,0.004,0.5,281.2,76.721,Lunch,Vegetarian,International,None,100 g
Black Turtle Beans Raw,624,39.1,116.4,1.7,28.5,3.9,0.041,294.4,16.0,2760.0,496.1,Lunch,Vegetarian,International,None,100 g
Black Walnut Dried,31,1.2,0.5,3.0,0.3,0.018,0.028,3.1,0.2,26.2,8.347,Snack,Vegetarian,International,Tree Nuts,100 g
Blackberries Frozen,97,1.8,23.7,0.6,7.6,16.1,0.007,43.8,1.2,211.4,83.4,Lunch,Vegetarian,International,None,100 g
Blackberries Raw,62,2.0,13.8,0.7,7.6,7.0,0.05,41.8,0.9,233.3,97.0,Lunch,Vegetarian,International,None,100 g
Blackberry Juice,95,0.8,19.5,1.5,0.3,19.3,0.072,30.0,1.2,337.5,81.6,Lunch,Vegetarian,International,None,100 g
Blue Cheese,106,6.4,0.7,8.6,0.0,0.2,0.3,158.4,0.063,76.8,174.154,Breakfast,Vegetarian,International,Milk,100 g
Blue Cheese Dressing,71,0.2,0.7,7.7,0.045,0.5,0.2,5.6,0.058,13.2,14.429,Breakfast,Vegetarian,International,Milk,100 g
Blue Cheese Dressing Light,14,0.3,2.1,0.4,0.0,0.6,0.2,10.9,0.042,8.2,13.835,Breakfast,Vegetarian,International,Milk,100 g
Blue Crab Cooked,71,15.2,0.0,0.6,0.0,0.0,0.3,0.027,0.7,198.9,16.719,Lunch,Non-Vegetarian,International,None,100 g
Blue Crab Raw,18,3.8,0.018,0.2,0.0,0.0,0.079,18.7,0.2,69.1,23.615,Lunch,Non-Vegetarian,International,None,100 g
Blue Mussels Cooked,344,47.6,14.8,9.0,0.0,0.0,0.7,66.0,13.4,536.0,178.2,Lunch,Vegetarian,International,None,100 g
Blue Mussels Raw,129,17.9,5.5,3.4,0.0,0.0,0.4,39.0,5.9,480.0,83.72,Lunch,Vegetarian,International,None,100 g
Blueberries,84,1.1,21.4,0.5,3.6,14.7,0.015,0.041,0.063,17.8,26.767,Lunch,Vegetarian,International,None,100 g
Blueberry Muffin,214,2.6,30.2,9.2,0.6,17.9,0.2,0.054,0.063,83.2,42.915,Lunch,Vegetarian,International,None,100 g
Blueberry Pancakes,84,2.3,11.0,3.5,0.0,0.0,0.2,78.3,0.7,52.4,96.631,Lunch,Vegetarian,International,None,100 g
Blueberry Pie,360,4.0,49.2,17.5,0.0,0.0,0.3,10.3,1.8,73.5,83.8,Lunch,Vegetarian,International,None,100 g
Bluefin Tuna Cooked,276,44.9,0.0,9.4,0.0,0.0,0.02,15.0,2.0,484.5,72.4,Lunch,Vegetarian,International,None,100 g
Bluefin Tuna Raw,41,6.6,0.0,1.4,0.0,0.0,0.013,2.3,0.3,71.3,10.8,Lunch,Vegetarian,International,None,100 g
Bluefish Cooked,186,30.1,0.0,6.4,0.0,0.0,0.045,10.5,0.7,558.1,47.9,Lunch,Vegetarian,International,None,100 g
Bluefish Raw,186,30.1,0.0,6.4,0.0,0.0,0.028,10.5,0.7,558.0,47.9,Lunch,Vegetarian,International,None,100 g
Borage,19,1.6,2.7,0.6,0.0,0.0,0.023,82.8,2.9,418.3,121.8,Lunch,Vegetarian,International,None,100 g
Boston Butt Steak Cooked,494,46.4,0.0,32.7,0.0,0.0,0.1,48.1,3.2,564.3,130.498,Lunch,Vegetarian,International,None,100 g
Boston Butt Steak Raw,844,79.0,0.0,56.1,0.0,0.0,0.3,72.6,5.1,1442.4,212.848,Lunch,Vegetarian,International,None,100 g
Boysenberries Frozen,66,1.5,16.1,0.3,7.0,9.1,0.064,35.6,1.1,183.5,65.7,Lunch,Vegetarian,International,None,100 g
Bran Flakes,131,4.0,32.2,0.8,7.3,7.4,0.2,0.025,0.3,179.6,45.358,Lunch,Vegetarian,International,None,100 g
Bran Flakes Asda,109,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8,Lunch,Vegetarian,International,None,100 g
Brazilnuts Dried,33,0.7,0.6,3.3,0.4,0.1,0.073,8.0,0.1,33.0,13.139,Lunch,Vegetarian,International,None,100 g
Bread Crumbs,427,14.4,77.7,5.7,4.9,6.7,0.8,197.6,5.2,211.7,305.5,Breakfast,Vegetarian,International,Gluten,100 g
Breadfruit,227,2.4,59.7,0.5,10.8,24.2,0.057,0.045,0.2,66.0,73.872,Breakfast,Vegetarian,International,Gluten,100 g
Breadfruit Seeds,57,2.2,8.8,1.7,1.6,0.0,0.04,10.8,1.1,282.3,28.2,Breakfast,Vegetarian,International,Gluten,100 g
Breadnut Tree Seeds Dried,587,13.8,127.0,2.7,23.8,0.0,0.091,150.4,7.4,3217.6,399.7,Breakfast,Vegetarian,International,Gluten,100 g
Breadnut Tree Seeds Raw,61,1.7,13.1,0.3,0.0,0.0,0.084,27.7,0.6,334.8,51.2,Breakfast,Vegetarian,International,Gluten,100 g
Breadsticks,103,3.0,17.1,2.4,0.8,0.3,0.2,5.5,1.1,31.0,29.9,Breakfast,Vegetarian,International,Gluten,100 g
Brick Cheese,111,7.0,0.8,8.9,0.0,0.2,0.2,202.2,0.1,40.8,219.002,Breakfast,Vegetarian,International,Milk,100 g
Brie Cheese,100,6.2,0.1,8.3,0.0,0.1,0.2,55.2,0.2,45.6,70.096,Breakfast,Vegetarian,International,Milk,100 g
Broccoli Cooked,98,6.7,20.1,1.1,9.2,3.9,0.1,0.4,0.2,187.6,38.3,Lunch,Vegetarian,International,None,100 g
Broccoli Raab Cooked,21,3.3,2.7,0.4,2.4,0.5,0.077,0.2,0.06,69.7,9.289,Lunch,Vegetarian,International,None,100 g
Broccoli Raab Raw,9,1.3,1.1,0.2,1.1,0.2,0.04,0.074,0.022,29.2,3.861,Lunch,Vegetarian,International,None,100 g
Broccoli Raw,31,2.6,6.0,0.3,2.4,1.5,0.049,0.092,0.016,60.1,11.548,Lunch,Vegetarian,International,None,100 g
Brown Gravy Dry,22,0.6,3.6,0.6,0.1,0.0,0.3,7.9,0.1,15.7,13.021,Lunch,Vegetarian,International,None,100 g
Brown Gravy Instant,25,0.6,4.0,0.8,0.2,0.6,0.3,7.8,0.5,24.6,14.0,Lunch,Vegetarian,International,None,100 g
Brown Rice Cake,35,0.7,7.3,0.3,0.4,0.047,0.024,1.0,0.1,26.1,9.8,Lunch,Vegetarian,International,None,100 g
Brown Rice Cooked,218,4.5,45.8,1.6,3.5,0.7,0.086,19.5,1.0,154.1,75.9,Lunch,Vegetarian,International,None,100 g
Brown Rice Raw,685,14.7,142.9,5.4,6.5,1.6,0.086,42.6,2.7,412.6,214.8,Lunch,Vegetarian,International,None,100 g
Brown Sugar,16,0.024,4.1,0.0,0.0,4.1,0.094,3.5,0.071,5.6,7.622,Lunch,Vegetarian,International,None,100 g
Brownie,243,2.9,38.3,9.8,1.3,22.0,0.2,17.4,1.4,89.4,71.166,Lunch,Vegetarian,International,None,100 g
Brussels Sprouts Cooked,8,0.5,1.5,0.1,0.5,0.4,0.051,7.6,0.3,66.6,23.5,Lunch,Vegetarian,International,None,100 g
Brussels Sprouts Raw,8,0.6,1.7,0.077,0.7,0.4,0.049,8.0,0.3,73.9,27.553,Lunch,Vegetarian,International,None,100 g
Buckwheat Cooked,155,5.7,33.5,1.0,4.5,1.5,0.053,11.8,1.3,147.8,57.8,Lunch,Vegetarian,International,None,100 g
Buckwheat Flour,402,15.1,84.7,3.7,12.0,3.1,0.033,49.2,4.9,692.4,169.6,Lunch,Vegetarian,International,None,100 g
Buckwheat Raw,41,1.6,8.6,0.4,1.2,0.0,0.054,2.2,0.3,55.2,14.3,Lunch,Vegetarian,International,None,100 g
Bulgur Cooked,151,5.6,33.8,0.4,8.2,0.2,0.049,18.2,1.7,123.8,67.9,Lunch,Vegetarian,International,None,100 g
Bulgur Dry,171,6.1,37.9,0.7,9.2,0.2,0.071,17.5,1.2,205.0,72.6,Lunch,Vegetarian,International,None,100 g
Burbot Cooked,104,22.3,0.0,0.9,0.0,0.0,0.1,57.6,1.0,466.2,81.891,Lunch,Vegetarian,International,None,100 g
Burbot Raw,104,22.4,0.0,0.9,0.0,0.0,0.1,58.0,1.0,468.6,82.309,Lunch,Vegetarian,International,None,100 g
Burdock Root Cooked,146,3.5,35.1,0.2,3.0,5.9,0.4,81.3,1.3,597.6,128.7,Lunch,Vegetarian,International,None,100 g
Burdock Root Raw,85,1.8,20.5,0.2,3.9,3.4,0.008,48.4,0.9,363.4,79.2,Lunch,Vegetarian,International,None,100 g
Burgundy Red Wine,172,0.1,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,Lunch,Vegetarian,International,None,100 g
Burrito With Beans,224,7.0,35.7,6.7,0.0,0.0,0.5,56.4,2.3,326.6,109.1,Lunch,Vegetarian,International,None,100 g
Burrito With Beans Beef,460,27.8,47.0,18.0,7.2,5.3,1.4,216.9,4.6,648.3,326.183,Lunch,Non-Vegetarian,International,None,100 g
Burrito With Beans Cheese,379,13.6,57.8,11.2,7.8,3.2,1.0,229.4,4.4,482.9,324.946,Breakfast,Vegetarian,International,Milk,100 g
Burrito With Beans Cheese Beef,165,7.3,19.8,6.6,0.0,0.0,0.5,65.0,1.9,205.0,103.1,Breakfast,Non-Vegetarian,International,Milk,100 g
Burrito With Beef,285,9.1,43.9,8.1,4.4,4.1,0.5,0.042,0.2,150.9,65.89,Lunch,Non-Vegetarian,International,None,100 g
Butter Croissant,231,4.7,26.1,12.0,1.5,6.4,0.2,21.1,1.2,67.3,66.8,Breakfast,Vegetarian,International,Milk,100 g
Butter Toastbrot Ja,66,0.0,2.0,0.9,0.0,0.4,0.0,0.0,0.0,0.0,2.9,Breakfast,Vegetarian,International,Milk,100 g
Butterbur,4,0.1,0.5,0.2,0.0,0.0,0.053,42.2,0.8,14.9,58.6,Breakfast,Vegetarian,International,Milk,100 g
Butterfish Cooked,47,5.5,0.0,2.6,0.0,0.0,0.042,7.0,0.2,120.3,15.35,Breakfast,Vegetarian,International,Milk,100 g
Butterfish Raw,47,5.5,0.0,2.6,0.0,0.0,0.072,7.0,0.2,120.0,15.332,Breakfast,Vegetarian,International,Milk,100 g
Buttermilk Dressing Light,30,0.2,3.2,1.9,0.2,0.6,0.2,6.0,0.1,19.8,11.699,Breakfast,Vegetarian,International,Milk,100 g
Buttermilk Pancakes,86,2.6,10.9,3.5,0.0,0.0,0.2,59.7,0.6,55.1,77.568,Breakfast,Vegetarian,International,Milk,100 g
Buttermilk Waffle,102,2.4,16.0,3.1,0.9,1.5,0.2,98.7,2.2,45.5,123.4,Breakfast,Vegetarian,International,Milk,100 g
Butternut Squash Cooked,80,1.8,21.0,0.2,6.4,3.9,0.002,82.0,1.2,568.0,142.8,Breakfast,Vegetarian,International,Milk,100 g
Butternut Squash Raw,90,2.0,23.4,0.2,4.0,4.4,0.067,0.075,0.1,66.0,30.078,Breakfast,Vegetarian,International,Milk,100 g
Butternuts Dried,734,29.9,14.5,68.4,5.6,0.0,0.062,63.6,4.8,505.2,190.6,Breakfast,Vegetarian,International,Milk,100 g
Butterscotch,21,0.079,4.8,0.2,0.0,4.3,0.039,0.2,0.02,0.2,5.351,Breakfast,Vegetarian,International,Milk,100 g
Cabarnet Franc Red Wine,122,0.1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,Lunch,Vegetarian,International,None,100 g
Cabbage Cooked,35,1.9,8.3,0.019,2.9,4.2,0.011,0.2,0.067,49.5,13.566,Lunch,Vegetarian,International,None,100 g
Cabbage Raw,70,3.6,16.2,0.3,7.0,9.0,0.006,0.2,0.083,72.8,27.635,Lunch,Vegetarian,International,None,100 g
Cabernet Sauvignon Red Wine,166,0.1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,Lunch,Vegetarian,International,None,100 g
Caesar Dressing,80,0.3,0.5,8.5,0.036,0.4,0.2,7.1,0.2,4.3,16.717,Lunch,Vegetarian,International,None,100 g
Caesar Dressing Low Calorie,17,0.028,2.8,0.7,0.053,2.4,0.2,3.6,0.016,4.4,7.293,Lunch,Vegetarian,International,None,100 g
Caesar Salad Mcdonalds,94,6.8,9.1,4.4,3.4,4.4,0.2,183.2,1.3,460.1,238.2,Lunch,Vegetarian,International,None,100 g
Caesar Salad With Crispy Chicken Mcdonalds,349,25.7,19.2,16.4,3.4,4.5,0.7,188.5,1.8,784.9,285.9,Lunch,Non-Vegetarian,International,None,100 g
Caesar Salad With Grilled Chicken Mcdonalds,201,29.1,11.3,5.6,3.3,4.8,0.6,189.4,1.8,754.8,271.9,Lunch,Non-Vegetarian,International,None,100 g
Camembert Cheese,90,5.9,0.1,7.3,0.0,0.1,0.3,116.4,0.063,56.1,129.826,Breakfast,Vegetarian,International,Milk,100 g
Canadian Maple Syrup,76,0.0,19.1,0.0,0.0,17.0,0.086,30.8,0.088,63.7,49.95,Lunch,Vegetarian,International,None,100 g
Canadian Style Bacon Grilled,43,5.7,0.3,2.0,0.0,0.0,0.4,2.4,0.2,91.7,10.6,Lunch,Vegetarian,International,None,100 g
Canadian Style Bacon Raw,45,5.9,0.5,2.0,0.0,0.0,0.3,2.3,0.2,98.0,10.9,Lunch,Vegetarian,International,None,100 g
Canola Oil,124,0.0,0.0,14.0,0.0,0.0,0.0,0.088,0.0,0.0,14.132,Lunch,Vegetarian,International,None,100 g
Cantaloupe Melon,60,1.5,14.4,0.3,1.6,13.9,0.087,0.028,0.018,26.6,17.939,Lunch,Vegetarian,International,None,100 g
Capers Canned,2,0.2,0.4,0.089,0.3,0.011,0.2,3.4,0.1,3.4,4.856,Lunch,Vegetarian,International,None,100 g
Carambola Starfruit,26,0.9,5.7,0.3,2.4,3.4,0.047,0.0,0.1,10.2,9.403,Lunch,Vegetarian,International,None,100 g
Caramel Custard Flan,444,13.9,69.7,12.3,0.0,70.8,0.2,254.0,1.2,361.1,351.2,Lunch,Vegetarian,International,None,100 g
Caramel Med Iced Coffee Dunkin Donuts,268,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Lunch,Vegetarian,International,None,100 g
Caramel Popcorn,122,1.1,22.4,3.6,1.5,15.1,0.069,12.2,0.5,30.8,41.396,Lunch,Vegetarian,International,None,100 g
Caramel With Nuts Chocolate Coated,66,1.3,8.5,2.9,0.6,5.8,0.041,10.9,0.2,62.3,24.683,Lunch,Vegetarian,International,None,100 g
Caramels,39,0.5,7.8,0.8,0.0,6.6,0.015,13.9,0.049,21.6,23.208,Lunch,Vegetarian,International,None,100 g
Caraway Cheese,106,7.1,0.9,8.3,0.0,0.0,0.2,190.5,0.2,26.3,207.072,Breakfast,Vegetarian,International,Milk,100 g
Caraway Seeds,22,1.3,3.3,1.0,2.5,0.038,0.014,46.2,1.1,90.5,56.8,Lunch,Vegetarian,International,None,100 g
Cardamom,6,0.2,1.4,0.1,0.6,0.0,0.013,7.7,0.3,22.4,10.7,Lunch,Vegetarian,International,None,100 g
Cardoon Cooked,26,0.9,6.4,0.1,2.0,0.0,0.2,86.4,0.9,470.4,98.7,Lunch,Vegetarian,International,None,100 g
Cardoon Raw,30,1.2,7.2,0.2,2.8,0.0,0.3,0.0,0.4,40.9,12.0,Lunch,Vegetarian,International,None,100 g
Caribou Cooked,210,38.0,0.0,6.4,0.0,0.0,0.004,6.6,6.3,323.4,57.4,Lunch,Vegetarian,International,None,100 g
Carignane Red Wine,370,0.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,Lunch,Vegetarian,International,None,100 g
Carob,135,2.0,14.1,7.8,1.0,8.5,0.015,0.051,0.011,31.5,25.013,Lunch,Vegetarian,International,None,100 g
Carob Flour,13,0.3,5.3,0.061,2.4,2.9,0.033,20.9,0.2,49.6,29.18,Lunch,Vegetarian,International,None,100 g
Carp Cooked,275,38.9,0.0,12.2,0.0,0.0,0.1,88.4,2.7,725.9,144.989,Lunch,Vegetarian,International,None,100 g
Carp Raw,277,38.9,0.0,12.2,0.0,0.0,0.1,89.4,2.7,725.9,146.793,Lunch,Vegetarian,International,None,100 g
Carrot Juice,80,1.9,18.6,0.3,1.6,7.8,0.1,48.0,0.9,584.0,88.3,Lunch,Vegetarian,International,None,100 g
Carrots Canned,104,2.6,24.4,0.6,8.2,11.2,0.2,0.028,0.5,90.8,36.875,Lunch,Vegetarian,International,None,100 g
Carrots Cooked,16,0.3,3.8,0.092,1.4,1.6,0.025,13.8,0.2,108.1,21.214,Lunch,Vegetarian,International,None,100 g
Carrots Raw,25,0.6,5.8,0.1,1.7,2.9,0.024,0.028,0.022,21.4,8.43,Lunch,Vegetarian,International,None,100 g
Casaba Melon,48,1.9,11.2,0.2,1.5,9.7,0.057,18.7,0.6,309.4,71.2,Lunch,Vegetarian,International,None,100 g
Cashew Butter,94,2.8,4.4,7.9,0.3,0.8,0.071,6.9,0.8,87.4,23.1,Breakfast,Vegetarian,International,"Milk, Tree Nuts",100 g
Cashew Nuts Raw,156,5.2,8.5,12.4,0.9,1.7,0.02,10.5,1.9,186.8,39.5,Snack,Vegetarian,International,Tree Nuts,100 g
Cashew Nuts Roasted,174,5.1,9.0,14.3,1.0,1.5,0.091,12.9,1.8,189.6,44.12,Snack,Vegetarian,International,Tree Nuts,100 g
Cassava,330,2.8,78.4,0.6,3.7,3.5,0.099,0.011,0.2,55.6,85.964,Lunch,Vegetarian,International,None,100 g
Catfish Cooked,206,26.4,0.0,10.3,0.0,0.0,0.2,0.01,0.098,353.2,37.141,Lunch,Vegetarian,International,None,100 g
Catfish Fried,199,15.7,7.0,11.6,0.6,0.0,0.2,38.3,1.2,295.8,74.4,Lunch,Vegetarian,International,None,100 g
Catfish Raw,189,24.2,0.0,9.4,0.0,0.0,0.2,12.7,0.4,480.2,46.7,Lunch,Vegetarian,International,None,100 g
Catjang Cowpeas Cooked,200,13.9,34.7,1.2,6.2,0.0,0.021,0.0,0.5,242.8,56.7,Lunch,Vegetarian,International,None,100 g
Catjang Cowpeas Raw,573,39.8,99.6,3.5,17.9,0.0,0.07,142.0,16.6,2296.3,321.9,Lunch,Vegetarian,International,None,100 g
Catsup,19,0.2,4.5,0.066,0.053,3.7,0.2,2.7,0.073,53.6,8.299,Lunch,Vegetarian,International,None,100 g
Cattail,5,0.2,1.0,0.0,0.9,0.074,0.031,10.3,0.2,58.7,12.7,Lunch,Vegetarian,International,None,100 g
Cauliflower Cooked,29,2.3,5.1,0.6,2.9,2.6,0.094,0.068,0.041,39.7,11.26,Lunch,Vegetarian,International,None,100 g
Cauliflower Raw,3,0.2,0.6,0.081,0.3,0.2,0.042,0.033,0.01,5.7,1.337,Lunch,Vegetarian,International,None,100 g
Caviar,42,3.9,0.6,2.9,0.0,0.0,0.2,44.0,1.9,29.0,53.325,Lunch,Vegetarian,International,None,100 g
Cayenne Pepper,1,0.039,0.2,0.094,0.052,0.089,0.059,0.4,0.003,6.0,0.988,Lunch,Vegetarian,International,None,100 g
Celeriac Cooked,42,1.5,9.1,0.3,0.0,0.0,0.084,40.3,0.7,268.2,57.5,Lunch,Vegetarian,International,None,100 g
Celeriac Raw,66,2.3,14.4,0.5,2.8,2.5,0.2,0.081,0.1,179.4,20.499,Lunch,Vegetarian,International,None,100 g
Celery Cooked,7,0.3,1.5,0.098,0.6,0.9,0.093,15.8,0.2,106.5,20.767,Lunch,Vegetarian,International,None,100 g
Celery Raw,6,0.3,1.2,0.045,0.6,0.5,0.019,0.086,0.056,9.6,2.212,Lunch,Vegetarian,International,None,100 g
Celery Seeds,25,1.2,2.7,1.6,0.8,0.078,0.068,114.9,2.9,91.0,125.2,Lunch,Vegetarian,International,None,100 g
Celtuce,1,0.071,0.3,0.088,0.1,0.0,0.094,3.1,0.079,26.4,5.255,Lunch,Vegetarian,International,None,100 g
Chamomile Tea,2,0.0,0.4,0.0,0.0,0.0,0.003,4.0,0.2,18.0,4.6,Lunch,Vegetarian,International,None,100 g
Chanterelle Mushrooms,2,0.033,0.4,0.063,0.2,0.076,0.028,0.0,0.067,3.1,0.757,Lunch,Vegetarian,International,None,100 g
Chaptti Roti Indian Bread,491,7.0,0.089,2.5,0.0,68.4,0.0,0.0,0.0,0.0,9.551,Breakfast,Vegetarian,International,Gluten,100 g
Chardonnay White Wine,168,0.1,4.3,0.0,0.0,1.9,0.027,18.0,0.5,142.0,22.9,Lunch,Vegetarian,International,None,100 g
Chayote Cooked,35,1.0,7.2,0.8,4.5,0.0,0.4,20.8,0.4,276.8,47.5,Lunch,Vegetarian,International,None,100 g
Chayote Raw,25,1.1,6.0,0.2,2.2,2.2,0.094,0.046,0.2,23.8,9.855,Lunch,Vegetarian,International,None,100 g
Cheddar Cheese,113,6.4,0.9,9.3,0.0,0.1,0.2,198.8,0.077,21.3,215.53,Breakfast,Vegetarian,International,Milk,100 g
Cheese Bread,196,5.0,21.5,10.0,1.0,1.0,0.4,43.2,1.2,40.3,81.937,Breakfast,Vegetarian,International,"Gluten, Milk",100 g
Cheese Coffeecake,258,5.3,33.7,11.6,0.8,0.0,0.3,44.8,0.5,219.6,96.831,Breakfast,Vegetarian,International,Milk,100 g
Cheese Crackers,34,0.8,4.2,1.6,0.2,0.3,0.065,0.026,0.032,14.0,7.053,Breakfast,Vegetarian,International,Milk,100 g
Cheese Croissant,331,7.4,37.6,16.7,2.1,9.1,0.3,42.4,1.7,105.6,108.3,Breakfast,Vegetarian,International,Milk,100 g
